expression; size; sliced on; sign slice; sign size 
(let ((ieeqvc (- (begin 20 13) (if #f (+ 17 -25) -10))) (dbv 11) (t 24) (hqaasp -2)) (- (if #f (if (= (/ -29 -25) -10) -15 (- (* (* -17 ieeqvc) (/ (/ (- hqaasp hqaasp) -19) -8)) -20)) (if (= ieeqvc dbv) dbv (- dbv t))) (begin (set! ieeqvc (- (* t -19) (/ dbv (+ -11 12)))) -30 -16)));75;20;(let ((ieeqvc (- (begin 13) (if #f (+ 17 -25) -10))) (dbv 11) (t 24) (hqaasp -2)) (- (if #f (if (= (/ -29 -25) -10) -15 (- (* (* -17 ieeqvc) (/ (/ (- hqaasp hqaasp) -19) -8)) -20)) (if (= ieeqvc dbv) dbv (- dbv t))) (begin (set! ieeqvc (- (* t -19) (/ dbv (+ -11 12)))) -16)));73
(let* ((dljjmw 7) (twm -17) (wf (/ -24 -18)) (ou -20)) (/ (* (- (+ dljjmw -14) (/ -9 wf)) wf) (begin (/ 17 dljjmw) (/ wf (- 0 (- -28 (/ (- (/ dljjmw dljjmw) (+ ou (/ (* (* (* dljjmw 9) (- 0 wf)) -20) dljjmw))) 13)))) 22)));66;15;(let* ((ou -20)) '());3
(let ((tg 13) (tmqkb 30) (apauru 20) (rfybl -6)) (- (- (begin tg 8) tg) (+ apauru 22)));17;-11;(let ((tmqkb 30)) '());3
(let* ((fpn (/ 13 -30)) (qa (/ (/ -14 -8) (- 10 3))) (rtuvfg 2) (uumzdh -12)) -4);18;-3;(let* ((qa (/ (/ -14 -8) (- 10 3)))) '());12
(letrec* ((c (- -28 (if #f 18 (if #t 6 29)))) (kdk (let* () 24)) (nsr -13) (l -9)) kdk);16;25;(letrec* ((kdk (let* () 24))) '());4
(letrec* ((x 24) (rb 12) (u 8)) 18);5;12;(letrec* ((x 24)) '());3
(let* ((kvb (* 17 10)) (sgwwr -22)) (- 14 (- (+ (- (+ 4 sgwwr) sgwwr) 18) (+ (/ -22 -16) (/ (- (+ sgwwr sgwwr) 25) sgwwr)))));37;8;(let* ((kvb (* 17 10))) '());6
(let ((gamcqg (+ -12 (+ 11 3))) (o 16) (st -18)) (/ (let ((h (+ -20 st))) (if #t h -22)) (let* ((yhnqpm gamcqg)) (- st (- gamcqg -11)))));30;4;(let ((gamcqg (dummy 3)) (st -18)) (/ (let ((h (+ -20 st))) (if #t h -22)) (let* () (- st (- gamcqg -11)))));24
(let* ((ebhttp -10) (cyuxeg -8) (r -3) (xpxn -9)) (* 29 15));9;-10;(let* ((r -3)) '());3
(let* ((bs 18) (ylzpy 9)) 13);4;-29;(let* ((ylzpy 9)) '());3
(let ((zpzlmj (+ 20 -16)) (h 23) (jpwiys (+ 8 14)) (jwgl 2)) zpzlmj);12;18;(let ((jpwiys (+ 8 14))) '());6
(let* ((chrl 17) (nydsok -16)) 27);4;25;(let* ((nydsok -16)) '());3
(let* ((lxinpm (if #t -15 -25)) (yr 4)) (* lxinpm -27));10;22;(let* ((lxinpm (if #t -15 -25))) '());6
(let ((kpodmn -7) (jkvy -16)) (begin (set! jkvy (begin (set! kpodmn -24) jkvy)) 18 kpodmn (/ kpodmn 28)));15;10;(let ((kpodmn -7) (jkvy -16)) (begin (set! jkvy (begin (set! kpodmn -24) jkvy))));9
(let* ((nnojdx (/ -4 (+ 3 -29))) (vyxo 30) (wwdtl 24)) 29);11;-16;(let* ((wwdtl 24)) '());3
(let* ((wdabv (begin -18 1)) (efad 20) (messp -3)) 0);7;-25;(let* ((messp -3)) '());3
(letrec* ((c (- 24 (if #t -30 30))) (amt (begin 28 22)) (o (if #t -17 -6)) (ya -27)) 7);17;-12;(letrec* ((c (- 24 (if #t -30 30)))) '());9
(let* ((ozvl (+ (/ -15 -1) -10)) (fmh 8) (j 17)) (/ ozvl (* -4 fmh)));17;16;(let* ((fmh 8)) '());3
(letrec* ((tnzhsy -8) (rssqu -11) (xdv 27) (jpinuy 30)) (/ (/ (+ jpinuy (+ rssqu (* tnzhsy tnzhsy))) xdv) (+ rssqu (/ 9 (/ rssqu (* xdv (- xdv -25)))))));36;-14;(letrec* ((xdv 27)) '());3
(let ((xvmo (+ -20 (if #t 7 -23))) (lifei 8) (kflfhw (+ -9 -26)) (ze 28)) kflfhw);15;-10;(let ((kflfhw (+ -9 -26))) '());6
(letrec* ((bpdjcy (begin -24 -30)) (mum (begin 1 13)) (snsl 25) (mk -11)) mum);10;-30;(letrec* ((snsl 25)) '());3
(let* ((xogsn (* -5 13)) (irvdi 28) (ghk 1)) (+ -30 12));11;-7;(let* ((ghk 1)) '());3
(let ((han (if #t 15 (begin -1 -6))) (undsnd -15) (tk (if #t 12 -8)) (iavgtk 1)) (begin (* (+ (/ tk iavgtk) tk) undsnd) -21 30));26;23;(let ((iavgtk 1)) '());3
(let* ((cttzz (let* ((ay -2)) (* -22 ay))) (kd 21) (nnpdw 29) (sdrooh 11)) 14);11;-20;(let* ((cttzz (let* ((ay -2)) (* -22 ay)))) '());8
(letrec* ((sqxepc -13) (yrq 27)) (+ (/ 20 3) (- (+ (* yrq 28) 0) -15)));19;18;(letrec* ((sqxepc -13)) '());3
(letrec* ((ap -8) (spt 28) (n 8) (ax 27)) (begin (set! ap 18) (* ap (+ 24 28))));15;2;(letrec* ((n 8)) '());3
(let ((sl (let () 9)) (va (if #f 24 23)) (pi 18)) sl);9;-1;(let ((sl (let () 9)) (pi 18)) '());5
(letrec* ((og (+ (+ -26 18) -11)) (qujgcy (let* () 26)) (mvywli 3) (cghkcg -29)) -22);13;-13;(letrec* ((qujgcy (let* () 26)) (cghkcg -29)) '());5
(let ((xae -5) (gj -23) (jhqcmn 9)) (+ jhqcmn 26));8;-19;(let ((jhqcmn 9)) '());3
(letrec* ((ubnwn (let* ((k 10)) (- (- k -4) -13))) (yizwsh (begin 13 -27)) (rzbv (if #t 15 28)) (hnwqz -17)) (/ (- (if (= ubnwn yizwsh) (- (* 11 -13) -14) (if #f (+ -12 -18) 22)) (if (= yizwsh 11) (- -19 (* (/ -1 15) ubnwn)) (- rzbv -20))) (/ (- 11 rzbv) yizwsh)));67;24;(letrec* ((ubnwn (let* ((k 10)) (- (- k -4) -13))) (yizwsh (begin -27))) '());13
(let ((vvas (if #f 14 -2)) (mv 17)) -16);7;9;(let ((mv 17)) '());3
(let* ((ejthy -3) (cspv 16) (hrplth -17)) hrplth);5;-27;(let* ((ejthy -3)) '());3
(let ((da -3) (ytztx 23) (qqaqqg 0) (udvwqb 0)) (* (begin (set! udvwqb (* -15 ytztx)) (+ ytztx (- 13 18)) (- 28 (/ -20 udvwqb))) -13));28;3;(let ((ytztx 23) (udvwqb 0)) (* (begin (set! udvwqb (* -15 ytztx)) (- 28 (/ -20 udvwqb))) -13));19
(let* ((tgl 16) (b 15)) (- tgl b));7;19;(let* ((b 15)) '());3
(letrec* ((f 6) (rilub -30) (fdpuq 5)) (- (begin -14 -16) (/ (if #f (* 16 fdpuq) f) (if (< -8 -20) 16 f))));25;14;(letrec* ((fdpuq 5)) '());3
(let ((hnbmfm 23)) (begin 14 (/ 29 -11)));8;11;(let ((hnbmfm 23)) '());3
(letrec* ((rerw 25) (clitd 23)) -8);4;-27;(letrec* ((clitd 23)) '());3
(let* ((w -11) (bgfm (if (< 17 -29) -6 5)) (s (/ 28 26)) (u 3)) bgfm);15;-1;(let* ((u 3)) '());3
(letrec* ((g 26) (wsip (if #t -10 -21)) (tpp 0)) tpp);8;-12;(letrec* ((g 26)) '());3
(let* ((haor (if #f (if #f (if #f -29 -21) -20) 21)) (cw 14) (fs -24) (nuvo -30)) (+ -22 (if #t (+ (- 19 nuvo) -29) 14)));27;-18;(let* ((fs -24)) '());3
(let* ((pgy 29) (vkucih (+ -11 -28)) (wbp 30)) -23);8;6;(let* ((pgy 29)) '());3
(letrec* ((oashlr (if #t (let* () -5) (begin -20 -26))) (y (begin -23 19)) (j -30) (n 28)) (* (+ 13 (let () (/ (* 10 -3) (/ y -14)))) (if #t j (if (< -19 28) -26 (if #t (+ 13 n) j)))));45;10;(letrec* ((oashlr (if #t (let* () -5) (begin -26))) (y (dummy 2)) (j -30) (n 28)) (* (+ 13 (let () (/ (* 10 -3) (/ y -14)))) (if #t j (if (< -19 28) -26 (if #t (+ 13 n) j)))));44
(letrec* ((l (if #t 6 (let* () -6))) (nxq 21) (tczasv -1) (ip 21)) (let* ((sqeg (if #t tczasv (/ (/ nxq tczasv) -12))) (wddvg 2)) (if #f 8 -10)));25;-3;(letrec* ((l (if #t 6 (let* () -6))) (ip 21)) '());8
(let ((xgxyzm -5) (bduo (begin -23 25)) (wkwe (* 27 -19)) (gdcxwr -19)) xgxyzm);11;6;(let ((wkwe (* 27 -19))) '());6
(letrec* ((th -4) (h 4) (vcubtv -28)) th);5;6;(letrec* ((th -4)) '());3
(let ((nswiup 0) (oy -11) (bg 8)) (- (* (begin (set! oy -22) nswiup) -2) (/ (begin (set! bg (/ (/ oy -24) (/ bg -30))) (* (* 23 bg) -1)) -15)));35;30;(let ((nswiup 0) (oy -11) (bg 8)) (- (* (begin nswiup) -2) (/ (begin (set! bg (/ (/ oy -24) (/ bg -30))) (* (* 23 bg) -1)) -15)));33
(let* ((vlhx -11) (ktdgo (let* () -16)) (vcgqa 12) (vkj 3)) (+ 21 ktdgo));10;14;(let* ((ktdgo (let* () -16)) (vcgqa 12)) '());5
(letrec* ((nz 14) (ftzy -22) (vnol 1)) (/ (- (+ nz -26) -16) (begin -24 (set! nz (* (+ -28 1) nz)) -22)));24;-8;(letrec* ((nz 14) (ftzy -22)) (/ (- (+ nz -26) -16) (begin (set! nz (* (+ -28 1) nz)) -22)));22
(let ((dis (/ 12 1)) (dk 18) (ntxzgi 5)) (+ (if #t dis (begin -22 (* ntxzgi 24))) (+ -11 (* (* dis 28) (- dis dis)))));31;18;(let ((dis (/ 12 1))) '());6
(let* ((kfv -1)) (begin (let () (+ (+ -24 (/ 4 kfv)) -4)) (if #t 10 -11) (- 20 29) 7));23;30;(let* ((kfv -1)) '());3
(let* ((w (/ 0 24)) (gl (if #t 11 26)) (euko -30)) (begin euko (set! euko (- 29 -12)) (/ (* (* (/ -6 (- -1 gl)) (- gl gl)) (- 11 euko)) euko) -25));40;28;(let* ((gl (if #t 11 26))) '());6
(letrec* ((hunov (begin -9 30)) (yzpe (- 21 -10)) (t 6)) (* 29 (* (* 4 -23) 18)));19;-4;(letrec* ((t 6)) '());3
(let* ((gohpk (/ (- 2 -24) -30)) (va (if #t -5 13)) (qaunie 12)) (let* ((he (if #f va (- (- (- -21 11) 3) va))) (dqc -8)) (let* () -1)));30;0;(let* ((gohpk (/ (- 2 -24) -30))) '());9
(letrec* ((wmynd (* -12 (- -25 25))) (say (/ 30 25)) (galq 20)) (begin (if (= galq (* 18 23)) (- (* galq galq) -23) (/ -26 wmynd)) (if #f -15 9) 16 -8));39;-16;(letrec* ((galq 20)) '());3
(let* ((m (let ((bwoyre -20)) (if #t bwoyre (- (+ bwoyre -22) 5)))) (he (if #f (if #f 18 -19) (if #t -23 26))) (q -17) (uowm 6)) (/ (/ -11 q) 23));32;7;(let* ((m (let ((bwoyre -20)) (if #t bwoyre (- (+ bwoyre -22) 5)))) (uowm 6)) '());15
(let ((rcpva (- (begin 11 20) -28)) (u (/ (/ -27 18) -27)) (akwb 12) (xk 12)) -24);17;-23;(let ((u (/ (/ -27 18) -27))) '());9
(let* ((fsfvso (/ 17 (+ (if #f 9 28) 8))) (wv (if #t -22 (if #t -28 -25))) (gudmi 27) (xklvm -5)) (begin (begin (/ -1 (* 16 wv)) 2) (- -11 xklvm) (set! wv 4) -6));37;-1;(let* ((xklvm -5)) '());3
(let* ((qazgr -15) (ekyzlj (if (< 12 -23) (if #f 22 -16) (* 2 -7))) (xkglch (* -29 18)) (xj 3)) -15);21;8;(let* ((qazgr -15)) '());3
(let* ((ihg (if #t (+ (* 11 11) -11) (begin -17 -3))) (aoiysg (if (= 10 -1) -28 (/ 15 -23))) (lkuqx 1) (qygy -17)) qygy);26;11;(let* ((qygy -17)) '());3
(let ((nlu (begin 7 -1)) (m -18) (eawrlj 9)) (begin (set! m (if #t 29 eawrlj)) nlu (- (/ 10 19) eawrlj)));20;1;(let ((m -18) (eawrlj 9)) (begin (set! m (if #t 29 eawrlj))));9
(let ((hxmjvw 0) (vxpgwr (* (if #f -8 3) 12)) (bszds 23) (u -1)) (letrec* ((qp -6) (ddp (/ -28 -29))) 28));18;24;(let ((hxmjvw 0)) '());3
(let* ((i 22) (wokff (/ 20 -6)) (eios 10)) (let* ((wwpu (* (/ -7 -23) 28)) (hzd (/ -1 2))) (/ (+ 1 wokff) (/ 11 wokff))));29;26;(let* ((wokff (/ 20 -6))) '());6
(let* ((o -5) (pvwqjv 14) (bombyd 18) (wg -25)) (begin (set! bombyd pvwqjv) (set! wg 26) wg (/ -7 24)));15;-27;(let* ((pvwqjv 14)) '());3
(let* ((zqu 10)) (begin (if #f (+ (- -15 (- 6 zqu)) 3) 26) (+ zqu zqu) -28));21;-10;(let* ((zqu 10)) '());3
(let ((k 11) (kew (if (= -18 -8) 18 (if #f 13 -25))) (nfxlal -16) (gsxfl -6)) (- 26 (if #f 9 (+ (* (* -6 15) (/ gsxfl (+ (* nfxlal (/ nfxlal -27)) -20))) gsxfl))));42;23;(let ((gsxfl -6)) '());3
(let* ((yvmp -28) (djq -7) (cjbon 28) (prtjw 9)) (if (< 17 prtjw) (if #f (begin 27 23) (begin (set! djq djq) (* -23 cjbon))) (if (< 2 (+ (- 23 (+ (+ prtjw yvmp) (- (* (* 12 yvmp) -7) (+ (/ 28 (- -30 (* yvmp (* -23 (* (* 23 (/ yvmp djq)) -4))))) djq)))) -3)) (begin yvmp (* (/ cjbon cjbon) -22)) (/ (* -2 19) -24))));88;-16;(let* ((yvmp -28) (djq -7) (prtjw 9)) '());5
(let* ((qvzjg (if #t 17 (/ (if #f 26 23) (- 15 12)))) (g (let () -21)) (e (if #f 8 0)) (zjri 23)) (begin (set! qvzjg 27) (set! g e) -14));27;18;(let* ((g (let () -21)) (e (if #f 8 0))) '());8
(let* ((qtqepl (* (/ (if #t 16 -14) 0) (begin 6 22))) (fahrnp (begin 8 -5)) (tvyrer -23) (nczuo 16)) (if (= fahrnp (+ -10 fahrnp)) (* (+ (* qtqepl fahrnp) tvyrer) 15) (begin (set! qtqepl (/ 22 5)) (+ (- (+ qtqepl (+ -24 (* (- 23 fahrnp) -21))) tvyrer) 20) (/ qtqepl (* tvyrer (+ -19 (+ (/ (/ 3 -3) 15) tvyrer)))))));80;15;(let* ((fahrnp (begin -5)) (nczuo 16)) '());5
(let* ((hbhtnw -22) (a (+ (/ 29 -4) (+ -27 -26))) (tfzha (+ 18 3)) (viw 3)) (/ 1 -12));21;-8;(let* ((hbhtnw -22)) '());3
(let ((rabj 8) (wpjatq (+ -25 (/ -16 -1))) (va 21) (grjc -30)) -15);12;10;(let ((va 21)) '());3
(let ((imdqu (if #f (begin 3 24) (+ (- -19 -2) 11))) (c (begin -16 -26)) (uxqkti 16) (in -20)) (+ 25 c));22;-1;(let ((in -20)) '());3
(let* ((mozoj -17) (gll (begin 2 16)) (wpf -3) (fywnbw 20)) -11);8;-6;(let* ((wpf -3)) '());3
(let ((zx (if #t (/ -23 13) (if #f (- -11 2) -23))) (fkvyhl (if #t (* 22 -20) 14)) (ulq 7) (gscu -23)) (if (= -5 28) (begin (if #t (+ gscu (* (/ ulq 28) 24)) (+ -29 ulq)) ulq -16) (* (- 8 10) (begin (/ zx (+ 1 -14)) 15))));62;25;(let ((fkvyhl (if #t (* 22 -20) 14))) '());9
(let ((tuya -15) (vajd (begin -12 26)) (l (if #t 18 -5)) (id 19)) -16);11;14;(let ((l (if #t 18 -5))) '());6
(let ((tl 13) (w -11)) tl);4;-26;(let ((tl 13)) '());3
(letrec* ((ulxhj (let* () 6)) (k (+ -5 30)) (v -1)) (begin 6 (if #f 27 ulxhj) k ulxhj));16;29;(letrec* ((ulxhj (let* () 6)) (v -1)) '());5
(let* ((kvl (- (begin -7 -13) (let* () 19))) (w (+ 30 2)) (k -18) (ojd 30)) (- 23 (letrec* ((t (- 0 kvl))) -26)));23;23;(let* ((kvl (- (begin -13) (let* () 19))) (ojd 30)) (- 23 (letrec* () -26)));13
(let* ((zozyrv (begin -25 15)) (ft (if (< 7 7) 5 27)) (jidwwq (if #t 19 -5)) (zp 20)) (+ (let* ((gou 21)) (/ -28 (* 1 (* ft (* (* 4 (/ (/ -19 -19) gou)) 24))))) (- (/ -15 (/ (+ (* zozyrv 23) 8) zp)) -15)));58;11;(let* ((zozyrv (dummy 2)) (ft (if (< 7 7) 5 27)) (zp 20)) (+ (let* ((gou 21)) (/ -28 (* 1 (* ft (* (* 4 (/ (/ -19 -19) gou)) 24))))) (- (/ -15 (/ (+ (* zozyrv 23) 8) zp)) -15)));54
(letrec* ((jxhxq (if #f 7 -10)) (ivew 3) (jsfh -28)) (* ivew jxhxq));11;-18;(letrec* ((jxhxq (if #f 7 -10))) '());6
(let ((wl (+ (if #f 0 (if #t -3 23)) (begin -19 30))) (jlhkiq 23) (sx -6) (c -23)) (+ (/ (+ -28 -28) (+ jlhkiq -7)) -24));29;-8;(let ((wl (+ (if #f 0 (if #t -3 23)) (begin 30)))) '());13
(let ((c (let* ((pxgy -27)) pxgy)) (nmas (- -27 11)) (zqrmjb -1) (ylqp -1)) (if (< zqrmjb -29) 21 -19));17;-17;(let ((c (let* ((pxgy -27)) pxgy)) (zqrmjb -1) (ylqp -1)) '());7
(letrec* ((e (begin 30 4)) (iva (let* () 4)) (dbyq 18) (bythwt 21)) (- iva (/ 23 e)));15;29;(letrec* ((iva (let* () 4))) '());4
(let* ((vly (if #t 6 (begin 24 -18))) (qr (begin 2 -13)) (qg (+ -7 -11)) (szjpl 7)) szjpl);16;-22;(let* ((qg (+ -7 -11))) '());6
(letrec* ((r -26) (nc (+ (+ 16 -24) (* -6 -3))) (lhcqd 1) (e 16)) (letrec* ((rplo (* 15 -12)) (twdri (- -18 (- lhcqd -10)))) (+ (/ nc (* nc twdri)) rplo)));36;20;(letrec* ((lhcqd 1)) '());3
(let ((ifl 20) (hah (begin 28 -4)) (sjwsj 10) (kq -9)) (begin 8 -11 sjwsj));11;4;(let ((ifl 20)) '());3
(letrec* ((lea (begin (if #t 21 -3) -20 -7)) (kvvd (if (= 15 17) (if #t 29 29) 15)) (whbcsl 8) (vf 8)) (+ (begin vf (+ lea 13) -10) (- 9 (begin (+ -5 whbcsl) -9))));38;-3;(letrec* ((kvvd (if (= 15 17) (if #t 29 29) 15))) '());12
(letrec* ((yzo (/ (if #f 6 -16) (if #t 3 (if #t 26 21)))) (ndkn (if #f (if #f -25 5) 26)) (xk (- -28 -22)) (pdefjm 22)) (begin -14 (* (* 28 19) 26) (set! ndkn -18) pdefjm));38;-18;(letrec* ((xk (- -28 -22))) '());6
(let* ((klmmm (if #f (* 6 (if #t 17 11)) (if #t 9 (- 13 23)))) (x -5) (ycayd 21) (io -30)) (- (letrec* ((ytayv (* klmmm -20))) (* -18 20)) klmmm));32;-2;(let* ((klmmm (dummy 2)) (io -30)) (- (letrec* () (* -18 20)) klmmm));13
(letrec* ((o (letrec* ((u 19)) (/ u -13))) (mq (begin -13 -2)) (ueyjcp 22) (ih 2)) ih);13;28;(letrec* ((o (letrec* ((u 19)) (/ u -13)))) '());8
(let* ((fwo 8)) 15);3;24;(let* ((fwo 8)) '());3
(let* ((uwj (/ 7 -1)) (z (letrec* () -21)) (txf (- 14 15)) (l 4)) (let* ((i -21) (ljvsjl 24)) (* i (- -27 -11))));22;10;(let* ((z (letrec* () -21))) (let* ((i -21)) '()));6
(letrec* ((srt (* (let () -22) (- -13 -20))) (qxzgcz (begin -21 8)) (eyr 7) (telwfe 13)) 4);15;-4;(letrec* ((srt (* (let () -22) (- -13 -20)))) '());10
(let* ((wmae -27) (ngg (begin -9 -17)) (j -2) (bwj -26)) (- (* ngg (- (* (+ 10 j) bwj) bwj)) (if #f 25 (* (+ 16 -6) (if #t -19 bwj)))));35;-7;(let* ((ngg (begin -17))) '());4
(let ((ryyv -27) (flhuj -6) (c 20)) (- -13 -14));8;-7;(let ((c 20)) '());3
(let* ((kuws (+ 21 (* -19 5))) (dguph (if #f -3 21)) (aexj -10)) -21);14;14;(let* ((aexj -10)) '());3
(let* ((dhtoag (begin 17 23 -15)) (km -10) (nb (+ 9 -26)) (r 14)) dhtoag);12;30;(let* ((nb (+ 9 -26))) '());6
(letrec* ((eoilbt (begin (if #t 25 -24) 30 26)) (sho (+ (+ -29 -5) 27)) (a 7) (imja -10)) (/ (* imja 27) 17));24;-21;(letrec* ((imja -10)) '());3
(let ((mo 9) (aietr 6) (yl 22) (t -8)) mo);6;22;(let ((yl 22)) '());3
(let* ((zkw (begin (- -23 -15) 27 -28)) (sfv (if (= 22 27) -4 29)) (twyvn -16) (tkchh -5)) 3);18;-4;(let* ((zkw (begin -28))) '());4
(letrec* ((eul -25)) eul);3;-24;(letrec* ((eul -25)) '());3
(let ((lil 1) (pnu -25)) (if (< (/ (+ -13 (* lil lil)) (- -9 pnu)) 26) (begin (- 2 9) (- lil -1) -27) pnu));31;-23;(let ((lil 1) (pnu -25)) '());4
(let ((t (if #t (- 21 22) (+ 0 -5))) (z -1) (zerc (- 24 5)) (m 25)) (begin (- (if #t (* (+ (+ -3 t) -19) (* -13 -18)) -23) zerc) (- (- 10 (- -18 18)) zerc) z (+ (- -21 (+ -16 22)) -12)));58;-29;(let ((m 25)) '());3
(letrec* ((g 9) (ew -29)) (if (= (/ (/ -4 g) -2) g) (begin (+ 11 g) -20 -2) -28));22;13;(letrec* ((g 9) (ew -29)) '());4
(let ((isawcc (begin 18 -20 -24)) (sn (begin 15 -14)) (ctbkz (if #t -26 5)) (zk -2)) (+ (+ (/ (/ -24 7) 24) (if (= sn 11) sn (if #f -6 (/ zk (/ isawcc sn))))) (/ (* 30 29) (- (* (* -7 -19) -14) 19))));56;0;(let ((isawcc (begin -24)) (sn (begin -14))) '());6
(let ((wrtr (begin -3 18)) (fvnrf -3) (dyyqrb -29)) (if #t (begin (/ 28 8) (- 23 25) -23) (begin (set! dyyqrb -3) (/ fvnrf 21) 8)));26;15;(let ((wrtr (begin 18))) '());4
(let* ((zvan (begin (if #f 4 21) 30 -27)) (dnl (/ 19 -9)) (k (if #t -4 -15)) (rzyx -16)) (begin (set! dnl k) (- (+ dnl k) -19) (set! rzyx 6) 27));30;2;(let* ((k (if #t -4 -15))) '());6
(let* ((ruyci (begin 20 7 -15)) (f (if #f -17 -15)) (xktq -5) (x -17)) (begin (set! f -11) f 9 f));17;24;(let* ((ruyci (begin -15))) '());4
(let* ((mo -15) (tt (if #f (- -15 -11) (if #f -11 1))) (hosz (- 20 10)) (qn -16)) 19);18;-28;(let* ((mo -15)) '());3
(let* ((iqswud (- 12 (- 13 -30))) (p (if #t -21 19)) (hndnz 8)) (- -22 (* (/ -3 hndnz) 25)));23;-1;(let* ((hndnz 8)) '());3
(let ((ux -19) (tddkm (* -24 -6)) (hpd 11)) (if (= 27 (* tddkm tddkm)) (begin hpd (/ (- ux -24) (- -13 (/ 15 -9))) hpd) (- ux (* (* -7 hpd) hpd))));41;-9;(let ((ux -19) (tddkm (* -24 -6))) '());7
(let ((vndda (if #f (if #t -7 (- -20 -11)) 23)) (xwey (if #t -11 7)) (ie (if #f -5 16)) (vkjb -16)) (- 15 xwey));24;21;(let ((xwey (if #t -11 7))) '());6
(let* ((e (- (if #f -25 -26) (letrec* () -21))) (s -14) (m -5) (viinf 15)) m);13;-2;(let* ((e (- (if #f -25 -26) (letrec* () -21))) (m -5)) '());11
(let* ((uzxhs 21) (c (if #t -7 18)) (tywj 30)) (/ (if (= 20 25) -13 c) (+ (* (if #t 7 -30) -23) (if #f (if #f 20 -27) (- (* c -19) 3)))));38;-25;(let* ((tywj 30)) '());3
(let* ((dsjguw 26) (fporw (- 6 -11)) (atwlxo 15)) -2);8;3;(let* ((dsjguw 26)) '());3
(let* ((lpvqb 15) (lim -27) (jia -6) (ta 16)) (if #f (/ (if (= 30 (+ ta 11)) -12 (- (+ 1 -4) 30)) (- -5 (+ 8 lpvqb))) (* (/ lim (if #t lpvqb 20)) 5)));42;-25;(let* ((ta 16)) '());3
(letrec* ((zuyk (if #t 11 6)) (ylw -6) (js 13) (seqpv 16)) (+ -6 ylw));12;-7;(letrec* ((ylw -6)) '());3
(let* ((ccgedv 9) (cnxzyr -20) (vukt 16) (wopd 12)) vukt);6;28;(let* ((ccgedv 9)) '());3
(let* ((g -8) (a 2) (jvrjo -16) (hw -1)) (let* ((dbwgcs -27) (x (+ a -21))) a));12;13;(let* ((a 2)) '());3
(let* ((kwguy -2)) (/ (if (< kwguy 18) (if #f 0 -12) (begin (set! kwguy kwguy) kwguy)) kwguy));18;-11;(let* ((kwguy -2)) (/ (if (< kwguy 18) (if #f 0 -12) (begin (set! kwguy kwguy) kwguy)) kwguy));18
(let ((wnkpjp (if #t -6 (if #t (/ -25 12) -9))) (wbq (* 22 (if #t 15 -22))) (yzhj 11) (fneyk 5)) (if #t -4 (* (+ -3 9) wbq)));30;-12;(let ((wnkpjp (if #t -6 (if #t (/ -25 12) -9)))) '());12
(let* ((g -17) (qs (* -25 (/ 12 21))) (p (if #t 29 16)) (nkdri 20)) nkdri);15;17;(let* ((qs (* -25 (/ 12 21)))) '());9
(let* ((vpfb (begin 6 2)) (lw -18) (ffi (if #t -6 -24)) (eonzc -17)) (+ (/ 6 vpfb) (+ (/ (- -13 0) (* 29 ffi)) vpfb)));29;8;(let* ((vpfb (begin 2))) '());4
(let* ((ytl (if #f 1 (/ 28 (/ -13 -11)))) (tp -2) (i (/ -28 -27)) (bmousz 29)) ytl);18;-2;(let* ((i (/ -28 -27))) '());6
(letrec* ((uy (begin -27 24)) (bvc 9) (qidxza 16) (usqad -9)) (+ (/ (+ (+ 26 (- usqad bvc)) usqad) -28) (+ (/ -5 29) (if (= bvc qidxza) (- 19 usqad) usqad))));38;-24;(letrec* ((uy (begin 24)) (bvc 9) (qidxza 16)) '());6
(let* ((im 0) (s (if #f -25 -14)) (t -24)) (* s (- (+ t (+ t -1)) s)));20;17;(let* ((t -24)) '());3
(letrec* ((qbl (begin 27 14 -22)) (car (begin -17 3)) (trrejl (if #f 27 24)) (qcptu 12)) 29);14;10;(letrec* ((trrejl (if #f 27 24))) '());6
(letrec* ((ow 22) (glkhtk (/ -28 16)) (aw 3) (dvj -7)) (/ 18 (+ glkhtk ow)));15;22;(letrec* ((aw 3)) '());3
(letrec* ((zadga (- (/ -15 -20) 18)) (ydf -24) (kto -8)) (+ (begin (* -26 ydf) (set! kto ydf) 25) ydf));21;8;(letrec* ((ydf -24) (kto -8)) (+ (begin (set! kto ydf) 25) ydf));10
(let ((kkf 30) (his 7)) -27);4;19;(let ((his 7)) '());3
(let ((hx 8)) (+ (if #f (+ (if #f -7 (- (* (/ hx hx) (* hx (- (- 6 hx) -11))) 0)) 3) hx) (+ hx (- hx (- -7 12)))));42;-25;(let ((hx 8)) '());3
(let ((bjskpg (begin 17 -18 -20)) (ema (if (< 19 6) (- 21 -29) -24)) (n 11) (sjkwh -16)) (- (* (- (- (+ (* -5 sjkwh) 25) -27) -28) (- (- (* -28 sjkwh) 3) ema)) (- n (* (* -9 (* 29 (- (- -20 -18) ema))) (/ sjkwh -19)))));66;-18;(let ((n 11)) '());3
(let* ((apbuk (- -3 -23)) (lvtef 0) (xj 26)) (- (+ -14 (* (+ (* apbuk lvtef) 6) apbuk)) (let* ((puspx (- xj lvtef))) (+ apbuk apbuk))));31;13;(let* ((apbuk (dummy 3)) (lvtef 0)) (- (+ -14 (* (+ (* apbuk lvtef) 6) apbuk)) (let* () (+ apbuk apbuk))));25
